Curricular units 2nd sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Scholarship holder,Father's occupation,Mother's occupation,Target
12.166666666666666,6,12.5,1,6,6,7,0,10,10,1
14.333333333333334,6,13.0,1,6,6,7,1,10,10,1
12.571428571428571,5,11.75,1,4,10,6,0,7,10,1
14.25,4,12.5,1,4,5,5,0,4,8,1
12.055555555555555,17,11.61111111111111,1,17,22,19,0,10,10,1
14.666666666666666,6,14.0,1,6,6,6,0,4,5,1
0.0,0,0.0,0,0,10,8,0,6,10,0
13.833333333333334,5,13.8,1,5,6,5,0,7,7,1
0.0,0,0.0,0,0,5,6,0,4,5,0
0.0,0,0.0,0,0,0,0,0,6,4,0
12.333333333333334,3,12.25,1,4,9,9,1,4,5,0
13.666666666666666,3,11.5,1,3,12,12,0,5,10,0
12.555555555555555,9,12.571428571428571,1,6,9,9,0,5,5,1
12.166666666666666,5,12.0,1,6,10,9,0,2,5,0
12.307692307692308,12,12.0,1,11,21,17,0,10,10,1
0.0,0,0.0,1,0,0,0,0,2,5,0
11.166666666666666,6,12.0,1,6,6,9,1,8,6,1
12.25,4,11.6,1,4,7,9,0,4,3,2
0.0,0,0.0,1,0,5,5,1,10,5,0
13.0,4,12.0,1,5,9,9,0,6,5,2
12.041666666666666,6,13.976666666666668,1,6,12,8,0,8,4,2
10.0,1,12.5,1,4,12,10,0,35,21,2
0.0,0,0.0,0,0,0,5,0,8,8,0
12.5,4,10.5,1,4,16,15,0,8,8,0
12.3,6,12.857142857142858,1,5,11,8,0,9,10,1
12.0,4,11.666666666666666,1,3,5,7,0,9,3,2
10.0,1,13.0,1,2,11,7,0,5,5,0
10.4,5,11.833333333333334,1,6,9,8,0,4,5,2
12.75,8,12.454545454545457,1,11,17,11,0,1,1,1
0.0,0,11.0,1,3,6,6,0,10,10,0
14.25,4,13.2,1,4,7,10,0,5,5,2
14.166666666666666,6,15.5,1,6,6,6,1,8,10,1
13.666666666666666,6,12.333333333333334,1,6,6,8,0,4,5,1
11.4,4,12.0,1,5,9,13,0,8,4,2
11.5,5,11.6,1,4,11,12,0,2,8,2
12.285714285714286,6,11.333333333333334,1,6,8,7,1,10,5,1
0.0,0,0.0,1,0,0,12,0,5,1,0
12.5,2,12.0,1,4,8,7,0,11,10,2
12.6,5,12.0,1,4,9,11,0,8,5,1
11.5,2,12.5,1,2,9,11,0,6,10,0
13.0,11,13.666666666666666,1,12,16,12,0,4,4,1
0.0,0,14.5,0,2,13,17,0,5,5,0
0.0,0,13.2,1,4,8,10,1,10,5,0
14.8,5,12.166666666666666,1,5,14,11,1,5,10,0
11.333333333333334,6,11.25,1,4,6,10,0,2,10,1
14.428571428571429,6,15.166666666666666,1,6,7,8,1,7,3,1
13.4,4,11.166666666666666,1,6,7,8,1,10,10,1
10.983333333333334,6,10.983333333333334,1,6,8,8,1,8,10,1
11.5,5,10.75,1,4,11,8,1,4,5,1
14.285714285714286,7,13.384615384615383,0,11,13,15,1,3,5,1
12.2,5,11.285714285714286,1,6,10,8,1,10,5,2
0.0,0,0.0,1,0,6,13,0,6,9,0
14.833333333333334,5,13.0,1,4,9,7,0,1,5,1
13.5,6,16.11111111111111,1,6,7,9,0,10,10,1
11.0,6,11.5,1,6,8,8,0,10,10,1
10.5,2,10.75,1,4,12,15,0,3,3,0
13.0,5,11.6,1,4,8,10,1,9,6,1
0.0,0,0.0,1,0,7,21,0,3,3,0
14.142857142857142,5,13.8,1,5,7,5,0,6,3,1
14.6875,8,13.585714285714284,1,7,8,8,0,6,6,1
13.0,5,13.857142857142858,1,6,8,8,0,11,5,1
12.333333333333334,6,12.0,1,5,10,12,0,9,10,2
12.6,5,13.444444444444445,1,6,9,9,1,5,5,1
13.857142857142858,6,14.0,1,6,7,6,0,4,4,1
0.0,0,12.0,1,1,0,10,0,12,12,0
13.833333333333334,5,14.2,1,5,6,5,0,4,6,1
10.84,5,13.34,1,5,9,11,0,42,29,2
12.457142857142856,7,12.457142857142856,1,7,12,12,0,8,10,2
12.0,3,11.0,0,3,12,12,0,8,8,0
10.5,4,10.5,1,4,10,13,1,10,10,2
0.0,0,0.0,1,0,0,0,0,8,8,1
13.0,12,14.0,1,13,13,13,0,8,8,1
0.0,0,0.0,1,0,0,0,0,7,7,0
0.0,0,0.0,0,0,0,1,0,9,5,0
12.5,4,10.0,1,4,8,8,0,11,10,2
0.0,0,0.0,1,0,0,0,1,10,6,1
14.333333333333334,6,13.5,1,6,6,6,0,10,10,1
0.0,0,0.0,1,0,0,0,0,10,10,0
14.88888888888889,17,13.38888888888889,1,17,18,18,1,8,10,1
0.0,0,0.0,0,0,0,0,0,2,5,0
13.583333333333334,11,13.583333333333334,1,12,12,12,0,2,5,1
0.0,0,0.0,1,0,0,0,1,9,10,2
0.0,0,0.0,0,0,5,5,0,5,10,0
0.0,0,10.0,1,1,5,9,0,10,10,0
15.2,5,15.2,1,5,5,5,0,10,10,1
0.0,0,12.8,1,4,17,12,0,5,10,0
11.0,4,11.166666666666666,1,5,5,7,0,5,8,0
0.0,0,0.0,1,0,0,0,0,3,3,2
12.828571428571427,7,12.828571428571427,1,7,9,9,0,4,5,1
12.6,4,12.5,0,6,10,6,0,2,6,0
12.4,3,10.0,1,3,10,12,1,10,10,1
13.25,4,11.5,0,6,10,6,0,8,10,1
11.328571428571427,7,11.328571428571427,0,7,11,11,0,10,3,0
13.0,3,13.0,1,2,13,15,0,5,10,2
13.033333333333331,6,13.033333333333331,1,6,7,7,0,6,10,1
11.75,4,12.166666666666666,1,6,7,8,0,7,10,1
16.2,3,14.5,1,4,10,6,0,8,3,2
13.6,5,14.4,1,5,5,7,0,10,10,1
12.5,6,12.25,1,4,9,10,0,10,10,2
0.0,0,0.0,1,0,14,14,0,9,10,0
12.0,6,12.666666666666666,1,6,6,6,1,11,10,1
11.666666666666666,3,12.0,0,2,14,14,0,8,8,0
0.0,0,0.0,0,0,5,6,0,8,5,0
10.8,4,11.666666666666666,1,3,10,5,0,6,4,0
0.0,0,0.0,1,0,0,0,0,9,8,0
0.0,0,10.0,1,1,10,12,0,12,12,0
0.0,0,0.0,1,0,9,8,0,10,5,0
12.0,3,12.25,1,4,16,11,0,1,1,0
12.5,6,12.0,1,4,6,10,0,10,5,1
11.8,5,12.6,0,5,6,7,0,6,10,2
0.0,0,0.0,0,0,5,5,0,1,1,0
0.0,0,0.0,0,0,10,5,0,10,10,0
0.0,0,0.0,0,0,8,8,0,10,10,0
12.0,13,12.6875,1,16,13,16,1,1,1,1
10.666666666666666,6,10.4,1,10,18,22,0,10,10,1
10.923076923076923,12,10.466666666666669,1,14,16,26,0,10,10,1
13.0,5,14.333333333333334,1,5,8,10,0,6,6,1
14.333333333333334,6,14.666666666666666,1,6,7,7,1,10,10,1
14.23125,8,12.835714285714284,1,7,8,7,0,8,3,1
0.0,0,0.0,1,0,0,5,0,6,10,0
0.0,0,0.0,1,0,5,9,0,7,7,2
0.0,0,0.0,1,0,0,0,0,10,10,0
13.24875,8,13.24875,1,8,8,8,0,11,3,1
12.75,4,12.857142857142858,1,7,7,10,0,5,3,2
14.25,4,13.6,1,5,10,12,0,8,6,2
12.4,5,14.0,1,3,8,6,1,5,4,1
11.0,2,12.0,0,3,11,11,0,6,6,2
14.0,4,13.166666666666666,1,6,8,9,0,10,4,2
12.166666666666666,6,13.625,1,6,7,8,1,8,8,1
15.61111111111111,8,14.85,1,7,9,8,1,6,10,1
11.4,5,10.75,1,4,6,9,0,5,5,1
11.666666666666666,2,0.0,1,0,11,11,0,5,10,2
0.0,0,0.0,1,0,0,0,0,7,10,0
13.857142857142858,7,14.0,1,12,12,14,0,10,10,2
0.0,0,0.0,0,0,10,8,0,11,10,0
0.0,0,0.0,0,0,5,5,0,12,12,0
11.75,4,13.0,0,5,11,17,0,8,10,0
12.4,5,12.375,1,8,11,12,0,7,7,1
0.0,0,0.0,1,0,0,0,0,5,5,1
13.75,4,11.4,1,5,9,10,0,10,10,0
13.0,4,11.25,1,4,7,9,0,6,6,2
12.0,3,13.0,0,3,8,7,0,9,10,0
0.0,0,0.0,1,0,0,0,1,10,10,2
14.166666666666666,6,13.5,1,6,6,6,1,8,10,1
11.0,4,11.0,1,1,11,11,0,3,5,2
11.0,1,0.0,1,0,10,9,0,10,4,0
11.2,5,12.0,1,5,8,9,1,10,10,0
13.0,6,13.0,1,5,7,8,1,10,10,1
0.0,0,0.0,1,0,0,0,0,9,10,1
12.25,4,12.0,1,4,8,8,0,8,8,2
10.8,3,11.166666666666666,1,5,10,10,0,4,4,2
12.0,1,10.5,1,2,11,13,0,5,6,0
12.166666666666666,6,12.666666666666666,1,6,6,7,0,13,5,1
0.0,0,11.0,1,1,8,6,0,8,5,0
0.0,0,0.0,1,0,0,0,0,11,3,0
10.333333333333334,2,11.5,1,4,12,6,0,6,6,2
0.0,0,0.0,0,0,0,0,1,4,10,0
11.75,4,10.5,1,2,5,10,0,10,10,2
11.0,4,12.5,1,4,6,8,0,10,5,2
12.5,6,12.833333333333334,1,6,12,9,0,10,10,2
16.142857142857142,6,15.571428571428571,1,6,7,7,1,10,10,1
11.8,5,12.0,1,4,7,10,0,8,8,0
11.333333333333334,3,11.25,1,4,6,6,0,10,10,0
0.0,0,0.0,1,0,0,0,0,4,1,1
14.25,4,12.285714285714286,1,6,11,10,0,11,5,2
10.333333333333334,3,11.0,1,5,11,12,0,2,5,2
13.6,5,12.142857142857142,1,6,11,8,0,7,7,1
0.0,0,11.5,0,2,7,11,0,9,10,0
11.625,8,12.545454545454543,1,11,12,16,0,10,10,2
13.0,6,13.0,1,4,6,10,0,10,4,1
12.8875,8,12.8875,1,8,9,9,0,2,3,1
13.6,5,12.666666666666666,1,6,7,6,0,11,10,2
12.571428571428571,6,12.833333333333334,1,6,7,7,0,8,8,1
12.5,2,10.666666666666666,1,3,11,10,0,8,5,0
12.4,5,13.0,1,5,7,11,0,9,9,2
12.28125,8,11.983333333333334,1,6,12,11,0,6,6,1
0.0,0,0.0,0,0,5,9,0,1,1,0
11.5,6,11.833333333333334,1,6,6,6,1,4,6,1
11.0,2,12.666666666666666,1,3,15,21,0,6,10,0
14.5,4,13.75,1,4,8,9,0,10,7,1
11.8,5,11.4,1,5,8,8,0,5,8,0
13.0,6,13.166666666666666,1,6,6,8,1,10,10,0
11.8,5,12.833333333333334,1,6,8,10,1,11,10,1
14.5,5,14.125,1,6,10,8,0,8,10,1
13.0,5,11.666666666666666,1,3,5,10,0,10,10,1
11.25,4,10.25,0,6,14,18,0,5,10,0
11.75,4,12.514285714285716,1,6,15,16,0,10,10,0
10.444444444444445,9,11.5,1,10,18,17,0,8,5,0
0.0,0,10.0,0,1,5,5,0,11,8,0
12.77777777777778,5,15.714285714285714,1,6,17,7,1,5,10,1
11.0,4,12.5,1,4,7,9,0,6,6,0
12.75,4,12.0,0,3,5,6,0,1,5,0
0.0,0,0.0,1,0,5,11,0,9,10,0
11.75,4,12.25,1,4,8,9,0,10,10,1
0.0,0,0.0,0,0,4,5,0,5,10,0
14.2,5,13.6,1,5,5,5,0,10,10,1
12.818181818181818,11,13.307692307692308,1,13,12,14,0,20,18,2
11.8,5,12.2,1,5,9,6,0,11,10,1
13.333333333333334,6,12.285714285714286,1,6,7,7,1,6,8,1
13.0,4,12.0,1,3,8,12,0,7,7,1
11.65,7,13.342857142857143,1,6,10,9,1,5,5,1
0.0,0,0.0,1,0,5,5,0,4,6,0
14.818181818181818,11,14.272727272727272,1,11,12,12,0,4,3,1
12.91111111111111,8,12.1375,1,7,9,9,1,4,5,1
14.857142857142858,6,14.166666666666666,1,6,7,7,0,8,10,1
14.655555555555557,8,13.528571428571428,1,7,9,7,0,5,5,1
11.0,6,12.0,1,5,8,8,0,10,10,1
11.0,1,11.4,1,5,11,5,0,4,4,0
0.0,0,0.0,1,0,0,0,0,8,5,0
14.5,11,12.916666666666666,1,12,16,12,0,4,4,1
14.3875,8,13.6375,1,7,8,8,1,8,5,1
12.142857142857142,7,12.9,1,7,15,10,0,8,10,0
14.36,7,14.36,1,7,8,8,1,10,5,1
14.514285714285714,7,14.514285714285714,1,7,8,8,0,10,10,2
14.7,7,14.7,1,7,8,8,0,8,5,1
14.0,5,15.2,1,5,6,5,0,4,4,2
15.0625,8,13.0,1,7,8,7,1,11,4,1
0.0,0,13.5,1,6,6,6,0,10,3,0
12.6,5,12.333333333333334,1,5,7,11,0,4,10,1
13.0,5,13.4,1,5,6,6,0,5,2,1
10.5,2,11.75,1,4,9,7,0,9,10,2
0.0,0,0.0,1,0,0,0,1,10,10,1
0.0,0,0.0,1,0,0,0,0,3,2,2
14.142857142857142,7,14.727272727272728,1,11,10,17,0,7,5,1
15.666666666666666,6,16.571428571428573,1,6,6,7,0,3,6,1
15.7425,8,15.145,1,7,8,10,0,5,5,1
15.075,8,13.44285714285714,1,7,8,7,1,8,10,1
11.75,4,14.166666666666666,1,5,6,8,0,2,10,1
15.0,5,14.0,1,6,7,7,0,5,5,2
12.333333333333334,6,11.333333333333334,1,6,6,9,1,7,6,1
13.76125,8,13.76125,1,8,8,8,0,6,2,1
10.0,5,11.6,0,5,9,9,0,7,5,0
13.0,5,12.75,1,4,8,7,1,9,6,1
11.0,4,12.5,1,4,10,12,0,3,5,2
14.0,6,15.307692307692308,1,6,9,13,0,3,5,1
12.0,4,13.285714285714286,0,5,10,12,0,2,5,0
14.077777777777778,8,14.757142857142856,1,7,9,7,0,5,5,1
12.766666666666666,6,12.766666666666666,1,6,7,7,0,10,5,1
0.0,0,10.4,0,5,13,5,0,5,5,0
0.0,0,0.0,1,0,0,0,0,8,2,0
12.6,5,10.5,1,4,6,10,1,4,4,1
13.4,5,14.25,1,4,6,6,0,12,5,1
0.0,0,11.916666666666666,1,3,17,11,0,10,10,0
14.0,2,10.666666666666666,1,3,9,10,0,8,10,2
12.666666666666666,3,12.25,1,4,10,11,0,5,5,2
11.6,5,12.0,1,4,6,5,0,5,10,0
12.75,4,11.0,1,3,5,7,0,4,4,0
13.0,5,14.166666666666666,1,6,8,6,0,6,6,1
15.0,6,14.666666666666666,1,6,6,6,0,3,3,1
12.285714285714286,5,0.0,1,0,10,11,0,10,10,1
0.0,0,12.666666666666666,0,3,5,8,0,3,3,0
0.0,0,0.0,1,0,0,0,0,10,10,2
0.0,0,0.0,1,0,0,0,0,10,10,0
0.0,0,0.0,1,0,0,0,0,1,1,0
0.0,0,0.0,0,0,0,0,0,8,5,0
14.022222222222222,8,13.7,1,7,9,7,1,10,10,1
12.4,4,11.8,1,5,8,7,0,11,4,2
0.0,0,0.0,1,0,0,0,0,11,4,0
13.285714285714286,6,13.333333333333334,1,6,7,6,1,9,10,1
12.166666666666666,6,11.4,1,5,6,7,0,6,5,1
0.0,0,0.0,1,0,5,5,0,3,1,0
0.0,0,16.142857142857142,1,7,9,7,0,6,6,0
0.0,0,0.0,1,0,8,8,0,12,12,0
15.63375,8,15.63375,1,8,8,8,1,10,10,1
14.5,6,13.666666666666666,1,6,6,6,0,6,6,1
0.0,0,0.0,1,0,0,0,0,1,1,0
11.5,6,12.5,1,6,7,8,0,8,8,1
13.0,6,12.285714285714286,1,6,6,8,1,10,5,1
11.0,3,14.0,1,2,7,10,0,2,5,2
0.0,0,0.0,1,0,0,0,0,5,5,0
12.25,4,10.75,1,4,6,5,0,10,9,2
13.125,4,12.95,1,4,11,14,0,11,8,0
12.45,6,12.45,1,6,7,7,0,6,10,1
12.0,7,12.25,1,4,9,12,0,10,10,2
13.38125,8,13.38125,1,8,8,8,1,5,6,1
11.34,5,12.16,0,5,7,10,0,11,4,0
11.5,2,12.5,0,4,18,11,0,5,10,2
12.166666666666666,6,12.75,1,6,10,8,1,10,10,1
13.3425,8,13.3425,1,8,8,8,0,11,5,1
13.03125,6,14.175,1,7,14,10,1,8,8,1
10.0,1,10.0,1,1,16,16,1,5,5,2
14.5,2,0.0,1,0,8,9,0,8,8,0
0.0,0,0.0,1,0,7,7,0,5,3,0
12.142857142857142,5,12.0,1,5,8,6,0,10,10,1
11.4,5,10.571428571428571,1,6,9,8,1,10,10,1
15.428571428571429,12,14.153846153846152,1,11,20,19,0,9,3,1
12.4,5,11.166666666666666,1,6,11,9,1,10,10,1
12.666666666666666,17,12.0,1,17,18,20,0,11,4,1
12.0,4,11.333333333333334,1,3,9,11,0,2,6,0
13.357142857142858,13,12.588235294117649,1,16,14,17,1,13,13,1
10.75,4,12.0,1,4,9,11,1,10,5,2
0.0,0,0.0,0,0,0,0,0,10,5,0
12.846153846153848,13,12.25,1,12,13,13,0,10,10,1
12.8,5,11.6,1,5,5,7,0,11,6,1
12.0,3,13.0,0,4,11,7,0,9,12,0
12.5,2,10.666666666666666,1,3,5,11,0,11,10,0
11.0,9,12.333333333333334,1,9,16,21,0,11,10,2
11.428571428571429,3,11.0,0,2,9,7,0,10,10,0
13.125,8,13.428571428571429,1,6,9,10,0,9,4,1
13.05375,8,13.05375,1,8,10,10,0,2,3,1
13.75,7,12.035714285714286,1,6,9,10,0,11,10,2
13.833333333333334,6,14.166666666666666,1,6,7,6,0,10,6,1
0.0,0,0.0,0,0,8,6,0,11,10,0
12.666666666666666,3,13.6,1,5,13,11,0,3,6,0
12.0,2,12.2,1,5,12,7,0,3,5,2
13.333333333333334,5,13.714285714285714,1,6,7,8,0,10,3,0
10.0,2,11.666666666666666,0,3,11,10,0,7,10,0
0.0,0,14.0,0,1,6,9,0,12,12,0
10.0,3,12.5,1,4,16,20,0,5,5,0
11.5,4,11.833333333333334,0,5,11,11,0,5,10,0
0.0,0,0.0,0,0,8,6,0,7,10,0
0.0,0,0.0,0,0,0,0,0,5,10,0
12.4,10,11.538461538461538,1,13,15,18,0,8,8,0
12.25,4,11.285714285714286,1,7,15,14,0,7,3,2
0.0,0,0.0,1,0,0,0,1,10,10,1
12.0,4,11.8,1,5,9,7,0,4,4,2
10.5,2,0.0,1,0,12,16,0,3,6,2
0.0,0,0.0,0,0,5,5,0,10,3,0
14.2,5,14.2,0,5,5,5,1,4,4,2
12.272727272727272,10,12.7,1,10,16,12,0,4,4,2
0.0,0,12.666666666666666,0,3,7,10,0,9,5,0
15.0,6,14.428571428571429,1,6,8,7,0,6,3,1
12.6,7,13.117142857142856,1,7,9,7,1,8,5,1
11.833333333333334,6,12.666666666666666,1,6,7,7,0,36,29,1
0.0,0,0.0,1,0,0,0,1,8,6,0
16.5,6,15.285714285714286,1,6,6,7,0,4,2,1
11.25,4,10.5,1,3,8,12,0,5,7,1
12.6,9,12.636363636363637,1,11,11,11,1,7,7,1
0.0,0,0.0,1,0,0,6,0,10,10,0
14.0,1,14.333333333333334,0,3,8,9,0,10,10,0
13.666666666666666,6,15.125,0,8,12,14,0,4,10,2
0.0,0,0.0,1,0,0,0,0,7,3,0
10.333333333333334,3,12.0,1,3,10,16,0,3,3,2
12.0,5,14.25,1,4,8,10,1,6,10,2
10.0,4,10.5,1,2,9,12,0,9,10,2
14.428571428571429,6,13.5,1,6,7,7,1,10,10,1
12.0,4,11.666666666666666,1,5,11,14,0,5,5,2
10.0,3,10.8,1,5,12,13,0,6,5,2
0.0,0,0.0,0,0,8,4,0,1,1,0
11.428571428571429,7,12.8,1,9,9,11,0,8,5,1
12.0,5,10.8,1,5,7,6,0,10,10,0
11.0,4,11.4,1,4,7,8,0,8,8,1
14.5,8,13.725714285714286,1,7,8,7,0,10,10,1
12.25,5,12.8,1,5,9,6,0,11,10,2
11.166666666666666,6,13.5,1,6,6,6,1,4,4,1
15.57,7,15.57,1,7,8,8,0,8,4,0
12.0,2,11.0,1,4,13,10,0,36,15,2
15.91111111111111,8,14.114285714285714,1,7,9,7,0,10,10,0
11.5,4,11.0,1,3,12,12,0,8,8,2
0.0,0,0.0,1,0,0,0,0,5,10,0
13.75,4,13.5,1,4,6,6,0,10,10,1
0.0,0,11.25,1,4,10,9,0,2,1,0
11.333333333333334,6,12.142857142857142,1,6,8,7,1,5,5,1
13.075714285714286,7,13.075714285714286,1,7,8,8,0,5,10,1
0.0,0,0.0,1,0,0,0,0,11,4,0
13.5,2,11.0,1,3,11,9,0,3,3,0
0.0,0,0.0,1,0,7,16,0,8,5,0
12.333333333333334,6,13.125,1,4,8,12,0,42,27,2
13.512857142857142,7,13.512857142857142,1,7,8,8,1,10,8,1
12.166666666666666,6,12.833333333333334,1,6,6,7,1,8,10,1
11.666666666666666,3,15.0,1,3,9,8,1,10,10,0
13.333333333333334,3,12.8,0,5,16,12,0,10,5,0
0.0,0,12.333333333333334,0,3,16,14,0,4,10,0
12.288,5,12.288,1,5,15,15,0,2,5,0
13.285714285714286,7,12.333333333333334,1,12,13,21,0,1,1,1
12.8,5,11.5,1,4,5,9,1,10,10,1
11.142857142857142,4,11.833333333333334,1,6,11,6,0,5,5,0
0.0,0,0.0,0,0,5,5,0,6,10,0
0.0,0,0.0,1,0,5,5,0,10,3,0
11.5,3,11.8,1,5,12,10,1,6,4,2
0.0,0,0.0,1,0,0,0,0,2,2,0
12.0,4,12.2,0,5,8,6,1,8,5,2
13.0,5,12.333333333333334,1,6,5,6,0,4,6,1
12.833333333333334,6,12.428571428571429,1,6,6,7,0,10,10,1
13.544444444444444,8,12.765714285714289,1,7,9,7,1,4,4,1
12.6,5,12.1,1,5,10,11,0,6,6,0
11.5,5,12.0,1,5,9,10,0,10,10,1
0.0,0,0.0,1,0,6,6,0,8,5,0
13.727272727272728,6,14.88888888888889,1,6,11,10,0,2,2,2
12.0,13,11.357142857142858,1,13,14,19,0,7,7,1
12.5,6,13.5,1,6,6,6,0,10,10,1
0.0,0,0.0,0,0,0,6,0,10,10,0
14.75,8,13.884285714285712,1,7,9,7,0,4,4,0
11.666666666666666,3,13.0,0,5,12,12,0,10,5,2
11.1,5,12.65,1,4,9,11,1,4,5,2
0.0,0,11.0,1,1,13,10,0,6,5,2
10.5,2,11.666666666666666,1,2,20,12,0,5,5,0
12.666666666666666,6,14.5,1,6,6,6,0,4,4,1
14.166666666666666,6,14.714285714285714,1,6,7,7,0,4,6,1
14.333333333333334,6,13.285714285714286,1,6,6,7,1,8,6,1
10.5,2,11.333333333333334,1,3,12,13,0,10,5,2
0.0,0,0.0,0,0,7,7,0,6,5,0
12.0,5,11.571428571428571,1,4,9,11,1,7,6,2
11.5,4,13.0,1,5,10,10,0,9,10,0
14.0,5,11.5,1,6,11,9,1,5,5,1
11.6,5,11.8,1,5,10,8,1,9,10,1
12.285714285714286,3,10.666666666666666,0,3,10,7,1,10,10,0
14.864444444444445,8,13.8875,1,6,9,11,1,10,4,1
11.5,6,11.4,1,5,9,7,1,43,29,1
12.142857142857142,7,12.333333333333334,1,9,12,17,0,4,10,1
12.16,5,12.16,1,5,8,8,0,10,10,2
13.427499999999998,8,13.427499999999998,1,8,8,8,0,6,3,1
15.5,2,15.166666666666666,1,6,6,6,0,5,5,1
0.0,0,0.0,1,0,0,12,0,6,1,0
0.0,0,10.5,1,2,9,11,0,11,4,0
11.0,3,11.8,1,5,8,5,1,7,4,1
11.4,5,13.2,1,5,10,6,0,4,4,2
12.36111111111111,8,13.075,1,7,11,8,0,10,10,1
13.0,2,11.6,1,4,14,8,0,5,3,0
12.25,4,13.666666666666666,1,6,10,10,0,3,6,0
10.0,2,10.75,1,4,7,9,0,11,10,0
12.68888888888889,8,13.492857142857144,1,6,9,10,0,3,3,1
11.0,4,12.5,1,3,9,14,0,3,3,2
0.0,0,0.0,0,0,0,0,0,11,8,0
14.8,5,13.285714285714286,1,5,16,12,0,8,10,0
11.8,5,12.6,1,5,13,6,0,4,4,1
14.666666666666666,6,14.0,1,6,7,7,0,11,3,1
10.5,2,11.5,0,2,8,7,0,12,12,0
0.0,0,0.0,0,0,9,6,0,12,12,0
12.875,6,11.833333333333334,0,6,8,6,1,10,10,1
12.4,5,11.5,0,5,8,10,0,10,10,1
12.333333333333334,6,14.166666666666666,1,6,8,6,0,3,5,1
12.5,2,12.5,1,2,6,2,0,3,3,2
0.0,0,0.0,1,0,5,5,0,6,1,0
11.0,1,0.0,1,0,8,7,0,5,5,2
0.0,0,10.5,0,2,16,14,0,5,6,0
13.166666666666666,6,11.833333333333334,1,6,6,6,0,6,10,1
0.0,0,0.0,1,0,6,9,1,5,5,0
12.4,5,12.4,1,5,5,5,0,8,4,1
0.0,0,10.5,0,2,9,5,0,10,6,0
0.0,0,0.0,0,0,6,9,0,7,10,0
14.333333333333334,11,14.583333333333334,1,12,14,12,1,9,10,1
12.666666666666666,3,11.666666666666666,1,6,10,6,0,1,1,1
0.0,0,0.0,0,0,5,5,0,3,8,0
0.0,0,13.0,1,1,15,14,1,5,5,0
15.011111111111113,9,15.66,1,7,11,7,0,11,5,1
0.0,0,0.0,1,0,10,10,0,1,1,0
12.75,4,12.166666666666666,1,6,8,6,1,8,8,1
13.3,6,13.3,1,6,7,7,0,10,10,1
0.0,0,0.0,1,0,13,15,0,8,4,0
0.0,0,0.0,1,0,0,0,0,5,5,0
0.0,0,0.0,0,0,0,0,1,6,6,0
13.55714285714286,7,13.55714285714286,1,7,8,8,0,10,5,1
14.636363636363637,6,14.333333333333334,1,5,16,15,0,10,10,2
10.333333333333334,3,12.0,1,4,11,16,0,5,10,0
0.0,0,0.0,1,0,0,5,0,10,10,0
0.0,0,0.0,1,0,0,0,0,6,11,1
11.725,3,11.75,1,4,14,11,0,37,29,2
12.183333333333332,6,12.183333333333332,1,6,7,7,0,4,10,1
11.0,4,11.833333333333334,0,6,21,18,0,8,10,0
0.0,0,0.0,0,0,4,4,0,1,6,0
14.333333333333334,5,15.0,1,6,10,8,0,9,3,1
0.0,0,0.0,1,0,0,0,0,4,10,1
0.0,0,0.0,1,0,0,0,0,5,5,1
13.435,8,13.435,1,8,8,8,1,8,8,1
0.0,0,13.5,1,4,9,8,0,4,5,0
0.0,0,0.0,1,0,0,0,0,9,5,2
12.176470588235292,17,11.5,1,17,17,18,0,4,5,1
11.0,3,10.5,1,2,6,10,0,10,8,2
11.5,2,12.0,1,4,17,13,0,9,9,2
11.5,4,12.2,0,5,11,7,0,3,3,0
0.0,0,0.0,1,0,0,0,0,2,5,1
14.0,8,14.5,1,10,15,15,0,9,3,1
12.666666666666666,6,13.333333333333334,1,6,8,7,0,1,4,1
12.555555555555555,9,12.0,1,9,21,29,0,5,5,1
14.0,6,15.125,1,6,9,9,0,5,5,1
13.116666666666667,6,13.116666666666667,1,6,7,7,0,11,5,1
11.666666666666666,6,12.833333333333334,1,6,7,7,0,10,8,1
14.166666666666666,6,13.333333333333334,1,6,6,6,1,9,5,1
15.6625,8,13.877142857142855,1,7,8,7,0,10,6,1
12.944285714285714,7,12.944285714285714,1,7,8,8,0,11,10,1
11.0,5,12.333333333333334,1,5,8,8,0,10,4,2
14.266666666666666,6,14.266666666666666,1,6,7,7,0,3,3,1
14.0,5,13.0,1,5,8,8,0,6,5,1
12.48375,8,12.48375,1,8,8,8,0,8,6,1
15.3125,8,13.428571428571429,1,7,8,8,0,4,10,1
0.0,0,10.666666666666666,0,3,12,9,0,4,4,0
12.2,5,15.4,1,5,7,8,0,5,10,1
13.45,6,13.45,1,6,7,7,0,9,5,1
12.6,6,12.6,1,6,7,7,1,9,6,1
12.9375,8,12.485714285714286,1,7,12,7,0,11,10,1
12.8,5,10.8,1,5,7,10,1,10,10,1
14.6,5,12.2,1,5,8,12,0,2,2,2
13.5,2,14.2,1,5,12,11,0,8,4,2
14.0,6,13.833333333333334,1,6,6,7,0,9,10,1
10.0,3,12.8,1,5,14,8,0,2,10,2
12.5,4,13.2,1,5,6,5,0,2,6,1
0.0,0,14.0,1,1,6,7,1,8,5,0
14.0,5,13.875,1,8,8,8,0,11,5,1
